UniqueID,loan_default
655269,1.7597581695057642
723482,2.0023971076096108
758529,1.8160906208034937
763449,1.7351375547418226
708663,2.1439738496698593
725530,2.2679352932377403
708592,2.3512251749483744
714975,1.9845152790073572
712795,2.074727902914537
708656,2.025480966989324
712520,1.4026685064666948
753695,2.0492749156892875
708646,1.9444404472826453
730225,1.6529584155398105
714877,1.6457755813389252
769166,1.9450772684792568
710254,1.4176009846454456
708812,2.17356820522254
726172,2.2044018218064605
716959,1.957377572057807
725935,2.1778593945395652
736039,2.4832550412263017
748400,2.59902108118614
753652,1.9099433567760962
695108,1.3780552241325488
695320,0.7593922068384847
662145,1.474197013578983
688068,0.4291774581858401
662099,0.8348901690002147
723985,1.1147708732851367
757491,0.7294626532275751
688610,1.0731517957127392
733285,1.002609717159333
722392,0.8824869556223579
689941,0.9267771525047259
662086,0.5099460456920961
662336,0.8687938214941925
662373,0.8680756597897334
662111,0.5654541711931477
711459,0.4919293046183248
662098,0.719628414634982
729627,0.682177123166853
729023,0.8545259485617939
698148,0.9422618424418456
662059,0.953164527708114
662318,0.8789782430053247
662400,0.30808330208733176
745881,1.1879458398688676
707400,0.382419082232505
665203,1.578104648109441
662265,1.2263197065196345
724712,0.7108275182631454
662430,0.94846870941653
662431,1.3313065627204452
718315,1.4774387938141231
733477,1.7384833821705954
727178,1.3315491821012941
709205,0.49028808875433516
760975,0.9705682220108548
728884,0.7866103555665667
697644,1.2444820716121616
766710,1.6846670270617092
743227,0.8218424712394974
728888,1.648792306810535
760702,1.0248629374950973
677241,1.8732297647238596
728922,1.028484766982814
728655,0.9441321228363583
751372,1.7385688669878046
741935,0.9678294158309976
728307,1.4900836175255687
717735,1.6649014921235974
702566,1.1106673132006182
757194,1.035196926224801
727264,1.703856298448231
767201,1.472615014754885
756322,0.6550510616717871
728833,0.992289623047841
710833,2.5503207975034323
742470,1.4015873060540778
697634,2.0651592581233613
702435,1.8434925242139713
761300,1.6570870543617222
734035,1.7342202376727915
728916,1.9568649047436708
728234,1.8381057316137006
747459,1.6120528679038628
742464,1.3518136481586331
728178,2.184972595580204
756405,1.3613829752300097
729226,1.4275833950379886
729812,1.9396063274313715
761338,1.837474625288912
710494,1.5206504653697688
764460,1.1765986352119329
710622,1.6667154551545285
756779,1.5083211652997413
712028,1.4877533385200867
756503,0.8268313027375708
767068,1.125395466550699
756908,1.6460089430240668
756887,1.4034683223574855
766830,1.31132585796698
750180,1.1704263902217846
654130,1.3635967715200792
718310,1.2132105683206642
710116,1.327244984118917
718090,0.9278913440341832
717738,0.5174599504478004
717763,1.1743869888728515
718122,1.5126399484075765
756482,1.1582944625944918
654116,1.1946323400854153
756860,0.6390260912900761
718369,0.7431229575982589
756598,1.2555284374240565
717871,1.4386638184087477
768065,1.011237143064091
718014,1.3901395422644236
754576,1.41789638045294
738611,1.6994371935468604
757087,1.331028768058585
766961,1.092859298418113
717826,1.1418216927927392
717843,1.3156629758136955
715776,1.3867510737283564
721686,1.2266783390993345
717640,0.9564852059315259
718049,1.5228193525507525
756661,1.7250754792484997
757067,1.3890978186187717
766290,1.2845484372083247
764814,1.4058373730754479
766918,1.466919325959217
718041,1.911858505026207
710788,1.5726518471955264
767614,0.9018433437689802
757168,0.7099712156788336
690608,2.3297348128741686
692926,1.203543997220395
691329,0.5836966818926296
