UniqueID,loan_default
655269,0.5852555887917695
723482,0.6310376016686597
758529,0.6530316340309831
763449,0.6049993197814649
708663,0.662523583829887
725530,0.6959132649771579
708592,0.7203028366711839
714975,0.6592256947391762
712795,0.6863300530867764
708656,0.7111545198993418
712520,0.5819175094496228
753695,0.6549062551556821
708646,0.6543681601191472
730225,0.5914846095096807
714877,0.6139064096722601
769166,0.6304498517446208
710254,0.5529631141290516
708812,0.7094639161403671
726172,0.7754299379025992
716959,0.6278869005014206
725935,0.7090782426955711
736039,0.574014629549358
748400,0.8147847325666006
753652,0.6378634280636882
695108,0.47606118310496454
695320,0.3525325409698692
662145,0.42513948782932937
688068,0.24582671345703708
662099,0.35849055782826
723985,0.4204887166950492
757491,0.32128463489125075
688610,0.4433097342556178
733285,0.4256027117459734
722392,0.5808444110411976
689941,0.3805513310345026
662086,0.2668462152354882
662336,0.32820878641735135
662373,0.40751052743211835
662111,0.21641576716151137
711459,0.2469684665388705
662098,0.33071206273230525
729627,0.3384008576167348
729023,0.37797330621764175
698148,0.3739404867980949
662059,0.35749205076034657
662318,0.338259262608621
662400,0.19458001263262475
745881,0.36277938542860266
707400,0.21654816726975484
665203,0.4656935588525207
662265,0.3866577857228695
724712,0.31050292894176257
662430,0.4053338734176437
662431,0.45759407782478106
718315,0.47776708554285474
733477,0.6317339620463173
727178,0.4973078655690881
709205,0.32379941293660847
760975,0.3608573918581093
728884,0.3052089623500607
697644,0.4677583616652181
766710,0.5770245293565481
743227,0.27584677412236036
728888,0.5182360355601281
760702,0.17552302941055703
677241,0.6265994986201702
728922,0.43714131662072164
728655,0.3536299930741493
751372,0.5649398065667774
741935,0.29480643181126204
728307,0.5515943415700159
717735,0.6670386721735562
702566,0.38122878450804626
757194,0.45141706942040855
727264,0.568728126923511
767201,0.5478249876552023
756322,0.2892654160738406
728833,0.3509317283303777
710833,0.8054582141857192
742470,0.49648341003062396
697634,0.6522797941122522
702435,0.6004646499341335
761300,0.5276898141333884
734035,0.5480413563716081
728916,0.647957644855451
728234,0.5559826483399269
747459,0.5651440693274979
742464,0.5503204995396629
728178,0.6794598447411927
756405,0.5074360898842937
729226,0.5349020290984386
729812,0.5741176183550866
761338,0.5172106782615
710494,0.5383060385891194
764460,0.4788153845795501
710622,0.5874381172477902
756779,0.5820168167162892
712028,0.560302020081877
756503,0.3822885778899118
767068,0.5084538406139667
756908,0.6050142007270564
756887,0.5648163798424112
766830,0.518483650143894
750180,0.5185279662600555
654130,0.5523587262943286
718310,0.5059280994959758
710116,0.5235546339011098
718090,0.45843949484047675
717738,0.34333820324991554
717763,0.5326289860815699
718122,0.5684804125453595
756482,0.5193594316722793
654116,0.5394703019816176
756860,0.29944336032845725
718369,0.3501414885062222
756598,0.5372211143330594
717871,0.5563892232564898
768065,0.49952013575760223
718014,0.5256593212859385
754576,0.5658502606723972
738611,0.6106042424256757
757087,0.5501616469141044
766961,0.4938295857651538
717826,0.4979322600082486
717843,0.47977872628618556
715776,0.5697363482938869
721686,0.5298520245254896
717640,0.3385553373083375
718049,0.5512137943661318
756661,0.5856190865662861
757067,0.5843263934782611
766290,0.546293351361348
764814,0.5499538631724237
766918,0.5545165154971857
718041,0.5887301527696356
710788,0.5486735669760896
767614,0.4619953264072082
757168,0.3951178553720078
690608,0.6922916557371892
692926,0.5441696086014354
691329,0.3037058287985134
683899,0.47443542011518847
691102,0.24931166597189716
758084,0.43475832151512633
695277,0.2983427305968857
680791,0.3706887806948523
739107,0.6405713649206982
719142,0.5378441501128632
693504,0.533807507854275
739745,0.39741784285656123
691131,0.37215992074644905
766835,0.42555486748464205
689547,0.46158683826961705
719266,0.4356019966242998
681174,0.45325717003549726
710506,0.42870755901501334
708686,0.40006509079629127
739254,0.4976884627942219
684079,0.3264632598456801
745880,0.49770125723427494
680848,0.5504132779806343
692316,0.5417558890621891
739169,0.32588861625412197
757097,0.4681164954723647
683767,0.1687502829315168
682686,0.322158430888663
681184,0.4754069473058651
719076,0.4005863577278658
739539,0.3855522728944123
693069,0.3551797501050468
689637,0.4249029602604104
719214,0.42876617285073104
680936,0.42232998652487264
766344,0.5079953214907037
729262,0.45527869463040227
766080,0.28108114255403444
729137,0.5326178286339096
729147,0.5742813267593984
754653,0.3867064217484669
729006,0.4957885023441362
721015,0.5425527119449812
743861,0.3172416575047217
724054,0.47244735626527123
710959,0.3878009142583266
755247,0.5044521666265234
729097,0.5804335683341599
728996,0.44866708033314406
728557,0.44778398494252925
739664,0.38325151212174924
766297,0.5683698557040383
753448,0.4476732158701282
766357,0.459118998003695
746654,0.5153899757352901
703653,0.4176264043647649
729025,0.5029804143126055
730115,0.5890608464334685
759298,0.2836990433140408
766104,0.5968008153816005
711093,0.41566004386385996
766735,0.6699736702547786
710969,0.292132507790434
766145,0.7046792100670625
729062,0.44128169256254446
744371,0.5658168458572823
747659,0.49687905870576016
662312,0.5986854126142304
761597,0.6124343407206218
766813,0.7908966098406987
663407,0.6825297348780464
668048,0.40732996701699103
663839,0.6359621661327148
679710,0.5913015748527999
669243,0.6595815336860061
657976,0.6675666141220503
663606,0.6795840365287737
657988,0.6430438690482968
759622,0.5047156447714982
759821,0.5929323916523314
662711,0.641788298967062
665807,0.5982576160675942
657990,0.5574332816014428
675964,0.6435455990769355
663616,0.45432753623217914
668162,0.6613333873643613
662639,0.544308657340728
678807,0.5699022699152083
662184,0.7057359033898716
674086,0.6527131358810023
677849,0.6639050375924762
664508,0.6734740400400862
759356,0.6185394973058245
668185,0.557972661962898
672969,0.6667393064215811
699983,0.648534776851035
662810,0.6749551768352333
707024,0.6490905870199682
663060,0.6338028017047398
739466,0.5793136713810533
759755,0.6045319078582342
669312,0.7101548666819025
663024,0.5323805541976314
658299,0.7155223666973385
670527,0.48206479742731617
658403,0.4834812996241474
708480,0.6966777366294405
683163,0.6429053294775469
656465,0.5415380434640009
686000,0.6770235689251883
662174,0.47834383952268106
748647,0.6190533646379786
658055,0.4916330163772786
748920,0.6626221937893667
765801,0.768341807582757
762643,0.6364603409312779
657992,0.373142317560045
658270,0.5158928350176096
685945,0.5366907755711311
739280,0.6676187662101106
674233,0.6407960300059504
769170,0.638999046691815
662568,0.6514851029403654
668200,0.5870231707287624
663016,0.6338186597202984
676421,0.6255484255723724
665646,0.4975311742542812
668116,0.558267732088214
761103,0.49606871251771156
662915,0.35744543115141125
661090,0.39484553099116776
733900,0.5131294151579158
723174,0.48087838318149567
760464,0.4281154976252999
761592,0.3190736714853876
742057,0.490468185536654
759460,0.2051725719904853
764881,0.5290978750618711
656081,0.3173894178058295
675378,0.6204641384669363
738320,0.4020578026167844
765224,0.6968089953350455
657351,0.31295165529829194
694935,0.49043287817953857
721085,0.46383445464009776
658028,0.5077097467030747
659732,0.19407525664150774
675401,0.45231302794580536
726234,0.5011297384201095
733551,0.26487948801179056
761316,0.24756515129711268
688991,0.36904770470020914
665516,0.4505063495818372
